company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
Fincite,Technology,,2015,,[],['Germany'],,,2.64,,,24,,,,,,,ft-com
keylight,Technology,,2015,,[],['Germany'],,,"3,499,555",,,31,,,,,,,ft-com
Technacy,Technology,,2011,,[],['Italy'],,,"3,059,440",,,13,,,,,,,ft-com
Natuvion,Technology,,2014,,[],['Germany'],,,"20,900,000",,,89,,,,,,,ft-com
COFARIM,Personal & Household Goods,,2010,,[],['France'],,,3.5,,,10,,,,,,,ft-com
Cerámicas Anoru*,Retail,,2015,,[],['Spain'],,,1.59,,,35,,,,,,,ft-com
Genoskin,Chemicals & Pharmaceuticals,,2011,,[],['France'],,,"2,810,120",,,25,,,,,,,ft-com
Payment Assist,Fintech,,2013,,[],['UK'],,,"5,993,895",,,21,,,,,,,ft-com
Genba Digital,Games industry,,2015,,[],['UK'],,,"20,698,506",,,21,,,,,,,ft-com
Ecometrica,Technology,,2008,,[],['United Kingdom'],,,6.4,,,32,,,,,,,ft-com
Kleine Riesen Nord,Education,,2010,,[],['Germany'],,,7.65,,,146,,,,,,,ft-com
Kyo Electric,Telecoms,,2014,,[],['Spain'],,,2.67,,,6,,,,,,,ft-com
my Boo,Retail,,2013,,[],['Germany'],,,"4,706,000",,,65,,,,,,,ft-com
84codes.com,Technology,,2012,,[],['Sweden'],,,"12,120,207",,,25,,,,,,,ft-com
Alba,Energy,,2010,,[],['Italy'],,,"2,578,177",,,27,,,,,,,ft-com
Görges Naturprodukte,Health,,2013,,[],['Germany'],,,8.1,,,65,,,,,,,ft-com
Ergos Technology,Industrial Goods,,2011,,[],['Spain'],,,3.15,,,37,,,,,,,ft-com
KLG LIQUIDA,Chemicals & Pharmaceuticals,,2013,,[],['Germany'],,,"5,034,595",,,20,,,,,,,ft-com
Bomax,Telecoms,,2009,,[],['Italy'],,,"46,748,511",,,6,,,,,,,ft-com
Prodiel Proyectos,Energy,,2007,,[],['Spain'],,,274.5,,,2400,,,,,,,ft-com
Horando Deutschland,Ecommerce,,2013,,[],['Germany'],,,5.30,,,2,,,,,,,ft-com
Ignimission,Technology,,2011,,[],['France'],,,"2,280,542",,,35,,,,,,,ft-com
Adamant BioNRG,Energy,,2013,,[],['Italy'],,,"117,997,000",,,7,,,,,,,ft-com
Urban TP,Construction,,2014,,[],['France'],,,"6,229,998",,,30,,,,,,,ft-com
MgM Robotics,Technology,,2014,,[],['Italy'],,,3.1,,,11,,,,,,,ft-com
Verxo,Cyber Security,,2015,,[],['Italy'],,,1.79,,,6,,,,,,,ft-com
Xplort,Interiors,,2015,,[],['UK'],,,"2,252,358",,,5,,,,,,,ft-com
Bambridge Accountants,Financial Services,,2010,,[],['UK'],,,"3,368,822",,,12,,,,,,,ft-com
Annie Bonnie,Advertising,,2011,,[],['Spain'],,,"1,883,104",,,25,,,,,,,ft-com
MGL Licht,Technology,,2014,,[],['Germany'],,,5.1,,,9,,,,,,,ft-com
Selsey,Ecommerce,,2013,,[],['Poland'],,,11.14,,,115,,,,,,,ft-com
G2Park,Property,,2016,,[],['Slovakia'],,,"2,902,148",,,13,,,,,,,ft-com
Pelizzari Studio,Architecture,,2014,,[],['Italy'],,,"2,625,660",,,5,,,,,,,ft-com
Tropic Skincare,Beauty,,2011,,[],['UK'],,,"39,631,634",,,160,,,,,,,ft-com
Ristoservice,Restaurants,,2014,,[],['Italy'],,,"7,482,517",,,254,,,,,,,ft-com
Fioulreduc,Retail,,2011,,[],['France'],,,21.9,,,15,,,,,,,ft-com
Jutta Product,Fashion,,2009,,[],['Finland'],,,1.84,,,4,,,,,,,ft-com
Magilla,Advertising,,2011,,[],['Italy'],,,1.58,,,19,,,,,,,ft-com
Postex,Technology,,2014,,[],['The Netherlands'],,,"5,248,908",,,9,,,,,,,ft-com
Rinah (Dan John),Retail,,2015,,[],['Italy'],,,"32,132,664",,,14,,,,,,,ft-com
Smart Adserver,Advertising,,2001,,[],['France'],,,84.9,,,215,,,,,,,ft-com
DW Trans,Transport,,2012,,[],['France'],,,4.53,,,35,,,,,,,ft-com
Consorzio Stabile Ambientemilia,Waste management & recycling,,2013,,[],['Italy'],,,"9,752,760",,,5,,,,,,,ft-com
Escadrone,Aerospace & Defence,,2014,,[],['France'],,,"1,939,949",,,8,,,,,,,ft-com
Piantek,Interiors,,2005,,[],['Finland'],,,6.9,,,19,,,,,,,ft-com
Prodiel ,Energy,,2007,,[],['Spain'],,,440.97,,,2929,,,,,,,ft-com
Yocabe’,Ecommerce,,2016,,[],['Italy'],,,"3,293,860",,,12,,,,,,,ft-com
Chez Nestor,Property,,2012,,[],['France'],,,"8,559,263",,,33,,,,,,,ft-com
Ready 2 Fly,Advertising,,2015,,[],['Italy'],,,"3,266,457",,,14,,,,,,,ft-com
ZukunftsEnergie Fichtelgebirge,Energy,,2011,,[],['Germany'],,,5.3,,,1,,,,,,,ft-com
Quimera Energy,Energy,,2015,,[],['United Kingdom'],,,1.67,,,33,,,,,,,ft-com
Mint Italia,Transport,,2016,,[],['Italy'],,,"2,415,110",,,9,,,,,,,ft-com
Learning Technologies Group,Technology,,2012,,[],['UK'],,,"148,219,822",,,764,,,,,,,ft-com
Family Web Diffusion,Retail,,2011,,[],['France'],,,4.2,,,12,,,,,,,ft-com
Tremend Software Consulting,Technology,,2005,,[],['Romania'],,,9.75,,,219,,,,,,,ft-com
Sendcloud,Ecommerce,,2012,,[],['The Netherlands'],,,"81,775,452",,,233,,,,,,,ft-com
Hyperdrive Innovation,Batteries,,2012,,[],['UK'],,,"8,638,729",,,40,,,,,,,ft-com
Domino Creations,Retail,,2011,,[],['Italy'],,,2.1,,,1,,,,,,,ft-com
Merkkur,Ecommerce,,2014,,[],['Germany'],,,7.40,,,7,,,,,,,ft-com
Datakey Software Engineering,Technology,,2008,,[],['Italy'],,,"1,898,000",,,10,,,,,,,ft-com
Crispy Bacon,Technology,,2013,,[],['Italy'],,,"2,726,837",,,40,,,,,,,ft-com
Nue-Pro Select,Property,,2012,,[],['France'],,,1.6,,,7,,,,,,,ft-com
The Stikets Company,Ecommerce,,2010,,[],['Spain'],,,5.10,,,33,,,,,,,ft-com
Metaminds,Cyber Security,,2015,,[],['Romania'],,,"32,103,084",,,41,,,,,,,ft-com
Ddm Solutions,Technology,,2016,,[],['Italy'],,,"2,242,598",,,11,,,,,,,ft-com
Rafa Grau Transports,Transport,,2014,,[],['Spain'],,,9.3,,,53,,,,,,,ft-com
SARL GOGY,Construction,,2004,,[],['France'],,,3.06,,,19,,,,,,,ft-com
Time Vision,Education,,2012,,[],['Italy'],,,"2,793,340",,,29,,,,,,,ft-com
Werksräder24,Automobiles,,2013,,[],['Germany'],,,"14,896,000",,,36,,,,,,,ft-com
Zeck Fishing,Retail,,2013,,[],['Germany'],,,"3,567,160",,,19,,,,,,,ft-com
Etesian,Support Services,,2013,,[],['Italy'],,,"1,626,162",,,13,,,,,,,ft-com
Utensilveneta,Retail,,2014,,[],['Italy'],,,1.9,,,4,,,,,,,ft-com
Augustin Bau,Construction,,1995,,[],['Germany'],,,12.5,,,72,,,,,,,ft-com
PoLo Glass,Industrial Goods,,1983,,[],['Italy'],,,3.38,,,17,,,,,,,ft-com
Nexindep,Technology,,2010,,[],['France'],,,11.88,,,5,,,,,,,ft-com
FOD Mobility Group,Technology,,2008,,[],['UK'],,,"13,309,945",,,70,,,,,,,ft-com
Selferg,Energy,,2007,,[],['Italy'],,,"2,050,130",,,60,,,,,,,ft-com
GfiD,Telecoms,,2012,,[],['Germany'],,,"1,988,700",,,28,,,,,,,ft-com
Best IT,Construction,,2000,,[],['Germany'],,,5.0,,,48,,,,,,,ft-com
Phoenix Esd,Support Services,,2014,,[],['Italy'],,,4.84,,,11,,,,,,,ft-com
doIT solutions,Technology,,2010,,[],['Germany'],,,12.66,,,20,,,,,,,ft-com
Poppri Fashion Auctions,Ecommerce,,2012,,[],['Lithuania'],,,"13,028,856",,,94,,,,,,,ft-com
isg Express Logistik,Transport,,2011,,[],['Germany'],,,"5,599,280",,,26,,,,,,,ft-com
House To House,Retail,,2006,,[],['Italy'],,,9.4,,,21,,,,,,,ft-com
Mapo,Food & Beverage,,2008,,[],['Italy'],,,2.05,,,16,,,,,,,ft-com
Vizion Network,Automobiles,,2008,,[],['UK'],,,"117,817,156",,,194,,,,,,,ft-com
Beyond Law Group*,Law,,2017,,[],['UK'],,,"8,233,616",,,66,,,,,,,ft-com
Gantel,Telecoms,,2014,,[],['Italy'],,,"3,004,982",,,70,,,,,,,ft-com
Digilinx,Support Services,,2011,,[],['France'],,,5.5,,,10,,,,,,,ft-com
Tripx Travel,Travel & Leisure,,2010,,[],['Sweden'],,,2.81,,,7,,,,,,,ft-com
EDA Warehousing,Transport,,2014,,[],['Germany'],,,"4,570,000",,,14,,,,,,,ft-com
BPV,Telecoms,,2013,,[],['Germany'],,,"22,704,275",,,90,,,,,,,ft-com
Teo.Rema,Industrial Goods,,2011,,[],['Italy'],,,"3,766,901",,,26,,,,,,,ft-com
Agence Renov Design,Construction,,2008,,[],['France'],,,4.0,,,29,,,,,,,ft-com
Centofiori,Restaurants,,2014,,[],['Italy'],,,2.40,,,12,,,,,,,ft-com
ISTER,Construction,,2012,,[],['France'],,,2.16,,,Not found,,,,,,,ft-com
Ultra Premium Direct,Agricultural Commodities,,2013,,[],['France'],,,"20,779,890",,,81,,,,,,,ft-com
AFR-IX telecom,Telecoms,,2013,,[],['Spain'],,,"9,933,867",,,24,,,,,,,ft-com
weclapp,Technology,,2008,,[],['Germany'],,,"4,654,250",,,65,,,,,,,ft-com
Enecsol,Energy,,2014,,[],['France'],,,2.8,,,4,,,,,,,ft-com
Shokes,Ecommerce,,2009,,[],['Germany'],,,8.81,,,8,,,,,,,ft-com
Blue energy,Cyber Security,,2010,,[],['Poland'],,,"4,527,970",,,44,,,,,,,ft-com
Metaminds,Cyber Security,,2015,,[],['Romania'],,,"26,158,008",,,31,,,,,,,ft-com
FSP Creative Wine Merchants,Food & Beverage,,2012,,[],['France'],,,8.9,,,Not found,,,,,,,ft-com
Freddy Fuego,Restaurants,,2015,,[],['Norway'],,,1.22,,,21,,,,,,,ft-com
C’JUSTE PARIS,Retail,,2013,,[],['France'],,,"2,404,398",,,15,,,,,,,ft-com
Hyperoptic,Telecoms,,2010,,[],['UK'],,,"44,664,290",,,1258,,,,,,,ft-com
Epidemic Sound,Technology,,2009,,[],['Sweden'],,,11.8,,,146,,,,,,,ft-com
Bridge Insurance Broker,Insurance,,2012,,[],['Italy'],,,1.80,,,11,,,,,,,ft-com
SOS-accessoire,Ecommerce,,2007,,[],['France'],,,"14,690,408",,,44,,,,,,,ft-com
Galvanica Formelli,Industrial Goods,,1999,,[],['Italy'],,,"11,823,959",,,59,,,,,,,ft-com
Sidea Group,Management Consulting,,2015,,[],['Italy'],,,"1,825,646",,,32,,,,,,,ft-com
Sos Tariffe,Ecommerce,,2010,,[],['Italy'],,,7.6,,,35,,,,,,,ft-com
Secret Arts of Spirits,Retail,,2014,,[],['France'],,,1.71,,,5,,,,,,,ft-com
Nabla Cosmetics,Beauty,,2013,,[],['Italy'],,,5.69,,,15,,,,,,,ft-com
Hannes König,Construction,,2017,,[],['Germany'],,,"8,750,671",,,27,,,,,,,ft-com
Cogeclim Energies,Construction,,2015,,[],['France'],,,"2,114,000",,,14,,,,,,,ft-com
Les Causantes,Management Consulting,,2014,,[],['France'],,,"2,417,287",,,18,,,,,,,ft-com
Fourniresto.com,Ecommerce,,2012,,[],['France'],,,4.7,,,17,,,,,,,ft-com
IUNGO,Technology,,2001,,[],['Italy'],,,4.40,,,45,,,,,,,ft-com
ZANATTA media group,Advertising,,2007,,[],['Germany'],,,"8,383,859",,,9,,,,,,,ft-com
Wastepack,Waste management & recycling,,1997,,[],['UK'],,,"22,373,295",,,20,,,,,,,ft-com
SA Formação - Simples Analises,Education,,2009,,[],['Portugal'],,,"2,232,864",,,45,,,,,,,ft-com
ALLESklarDRUCK,Industrial Goods,,2013,,[],['Germany'],,,2.1,,,34,,,,,,,ft-com
Le Fonti,Media,,2004,,[],['Italy'],,,3.00,,,10,,,,,,,ft-com
Future Marketing,Sales & Marketing,,2007,,[],['Germany'],,,2.16,,,10,,,,,,,ft-com
Radar Consulting Italia,Support Services,,2010,,[],['Italy'],,,"1,580,450",,,17,,,,,,,ft-com
Agriconomie,Agricultural Commodities,,2014,,[],['France'],,,"37,248,117",,,53,,,,,,,ft-com
Bauer Energiekonzepte,Energy,,2013,,[],['Germany'],,,"37,731,950",,,18,,,,,,,ft-com
Oxwork,Retail,,2014,,[],['France'],,,"4,405,138",,,13,,,,,,,ft-com
TEC Systems Systemhaus ,Support Services,,1998,,[],['Germany'],,,2.6,,,11,,,,,,,ft-com
Etracom,Retail,,2010,,[],['Italy'],,,5.56,,,3,,,,,,,ft-com
AnyTech365,Technology,,2014,,[],['Spain'],,,"18,743,704",,,364,,,,,,,ft-com
Bygglet,Technology,,2010,,[],['Sweden'],,,"6,135,880",,,35,,,,,,,ft-com
Bausal,Industrial Goods,,2012,,[],['Germany'],,,3.4,,,7,,,,,,,ft-com
Quicklink Solutions,Technology,,2008,,[],['Italy'],,,1.87,,,9,,,,,,,ft-com
Starred,Technology,,2013,,[],['Netherlands'],,,1.50,,,30,,,,,,,ft-com
Cladspray Solutions,Construction,,2013,,[],['UK'],,,"1,863,819",,,12,,,,,,,ft-com
iM Global Partner,Financial Services,,2015,,[],['France'],,,"31,463,692",,,50,,,,,,,ft-com
Sendcloud,Technology,,2012,,[],['Netherlands'],,,"44,083,257",,,129,,,,,,,ft-com
ZAC Personalservice,Support Services,,2013,,[],['Germany'],,,4.6,,,170,,,,,,,ft-com
Beeks Financial Cloud Group,Fintech,,2011,,[],['United Kingdom'],,,6.30,,,33,,,,,,,ft-com
Confinvest,Precious metals,,1983,,[],['Italy'],,,"41,130,000",,,6,,,,,,,ft-com
Ethic Technology,Technology,,2012,,[],['France'],,,"8,340,824",,,3,,,,,,,ft-com
Noonic,Advertising,,2014,,[],['Italy'],,,"2,273,393",,,18,,,,,,,ft-com
Speechmatics*,Technology,,2006,,[],['United Kingdom'],,,1.6,,,40,,,,,,,ft-com
Nutmeg ,Financial Services,,2011,,[],['United Kingdom'],,,8.08,,,135,,,,,,,ft-com
Aeffegi,Fashion,,2007,,[],['Italy'],,,1.68,,,20,,,,,,,ft-com
Bomax,Telecoms,,2001,,[],['Italy'],,,"71,290,680",,,7,,,,,,,ft-com
KK-Trade,Retail,,2017,,[],['Germany'],,,"4,383,254",,,15,,,,,,,ft-com
codekunst systems,Technology,,2016,,[],['Germany'],,,"1,994,500",,,14,,,,,,,ft-com
aviationscouts,Ecommerce,,2002,,[],['Germany'],,,3.6,,,12,,,,,,,ft-com
Ensek,Technology,,2010,,[],['United Kingdom'],,,9.84,,,127,,,,,,,ft-com
Aleysia,Technology,,2013,,[],['France'],,,6.35,,,50,,,,,,,ft-com
Marsapet,Retail,,2015,,[],['Germany'],,,"3,960,200",,,26,,,,,,,ft-com
Creation Italia,Industrial Goods,,2015,,[],['Italy'],,,"14,500,000",,,40,,,,,,,ft-com
Seren Automobili,Automobiles,,1989,,[],['Italy'],,,3.1,,,7,,,,,,,ft-com
Team17 Group,Games industry,,1990,,[],['United Kingdom'],,,48.81,,,167,,,,,,,ft-com
Gruppo Tera,Ecommerce,,2015,,[],['Italy'],,,"20,222,750",,,16,,,,,,,ft-com
POPPRI Fashion Auctions,Ecommerce,,2012,,[],['Lithuania'],,,"10,795,350",,,90,,,,,,,ft-com
Manifone,Telecoms,,2006,,[],['France'],,,6.4,,,12,,,,,,,ft-com
SKALIS,Technology,,2008,,[],['France'],,,3.82,,,37,,,,,,,ft-com
CodicePlastico,Technology,,2009,,[],['Italy'],,,"3,068,430",,,14,,,,,,,ft-com
Cloud++,Technology,,2015,,[],['Netherlands'],,,"3,924,302",,,25,,,,,,,ft-com
City Control,Support Services,,2012,,[],['Germany'],,,13.8,,,90,,,,,,,ft-com
Inrete,Support Services,,2010,,[],['Italy'],,,4.4,,,13,,,,,,,ft-com
Web Stars Channel,Advertising,,2013,,[],['Italy'],,,6.19,,,21,,,,,,,ft-com
Regional Express,Transport,,2013,,[],['France'],,,11.37,,,130,,,,,,,ft-com
Tremend,Technology,,2005,,[],['Romania'],,,"20,679,155",,,426,,,,,,,ft-com
Doofinder,Technology,,2010,,[],['Spain'],,,"6,590,434",,,61,,,,,,,ft-com
Kiddus Accesorios,Ecommerce,,2004,,[],['Spain'],,,"1,995,873",,,4,,,,,,,ft-com
Workstreampeople (Anywhere365),Technology,,2008,,[],['Netherlands'],,,12.1,,,34,,,,,,,ft-com
Digital & You,Technology,,2013,,[],['France'],,,11.6,,,140,,,,,,,ft-com
Innovasoft,Support Services,,2011,,[],['Italy'],,,3.92,,,28,,,,,,,ft-com
Hostinger,Technology,,2004,,[],['Lithuania'],,,"25,860,664",,,780,,,,,,,ft-com
Catalyx,Sales & Marketing,,2013,,[],['Switzerland'],,,"6,540,543",,,39,,,,,,,ft-com
Sensocure,Health,,2011,,[],['Norway'],,,"2,140,000",,,14,,,,,,,ft-com
FinTrU,Financial Services,,2013,,[],['UK'],,,"19,441,982",,,445,,,,,,,ft-com
7Layers,Cyber Security,,2012,,[],['Italy'],,,5.3,,,9,,,,,,,ft-com
Picodi.com,Ecommerce,,2013,,[],['Poland'],,,5.31,,,95,,,,,,,ft-com
Creative-Cables,Retail,,2008,,[],['Italy'],,,5.44,,,30,,,,,,,ft-com
Harness Code,Sales & Marketing,,2016,,[],['Bulgaria'],,,"2,223,308",,,9,,,,,,,ft-com
Heltti,Health,,2013,,[],['Finland'],,,"5,310,814",,,62,,,,,,,ft-com
Optiwella,Telecoms,,2011,,[],['Hungary'],,,10.1,,,42,,,,,,,ft-com
Highwood Group,Construction,,2006,,[],['United Kingdom'],,,75.43,,,59,,,,,,,ft-com
Nanoprom Chemicals,Chemicals & Pharmaceuticals,,2014,,[],['Italy'],,,"2,779,910",,,17,,,,,,,ft-com
Elite,Construction,,2012,,[],['Spain'],,,"10,060,550",,,49,,,,,,,ft-com
Dexatel,Telecoms,,2015,,[],['Estonia'],,,"4,901,031",,,35,,,,,,,ft-com
Communicate Technology,Technology,,2011,,[],['United Kingdom'],,,4.7,,,32,,,,,,,ft-com
möbelando,Ecommerce,,2013,,[],['Germany'],,,8.31,,,25,,,,,,,ft-com
AppUnite,Technology,,2012,,[],['Poland'],,,"4,424,063",,,119,,,,,,,ft-com
SAFTI,Property,,2010,,[],['France'],,,"127,786,715",,,141,,,,,,,ft-com
Signor Prestito,Financial Services,,2012,,[],['Italy'],,,19.3,,,208,,,,,,,ft-com
Traktech Construccions Mecaniques,Industrial Goods,,2010,,[],['Spain'],,,2.3,,,13,,,,,,,ft-com
Le Petit Vapoteur,Retail,,2012,,[],['France'],,,58.87,,,108,,,,,,,ft-com
Arcure,Technology,,2009,,[],['France'],,,7.45,,,25,,,,,,,ft-com
Eskalia et Nakupenda,Retail,,2006,,[],['France'],,,"1,515,414",,,7,,,,,,,ft-com
Happy Bulle,Retail,,2014,,[],['France'],,,"2,932,498",,,11,,,,,,,ft-com
Accedia,Technology,,2012,,[],['Bulgaria'],,,4.5,,,109,,,,,,,ft-com
B EYE EOOD,Technology,,2012,,[],['Bulgaria'],,,1.65,,,52,,,,,,,ft-com
Greico Construcción Y Rehabilitación,Construction,,2011,,[],['Spain'],,,6.86,,,29,,,,,,,ft-com
LGX Logistics,Transport,,2006,,[],['Germany'],,,"8,070,059",,,12,,,,,,,ft-com
Nexindep,Management Consulting,,2010,,[],['France'],,,"11,877,500",,,7,,,,,,,ft-com
Bulpros Consulting,Technology,,2010,,[],['Bulgaria'],,,31.0,,,1098,,,,,,,ft-com
Awair,Management Consulting,,2012,,[],['Italy'],,,2.90,,,23,,,,,,,ft-com
HIRSCHTEC,Support Services,,2005,,[],['Germany'],,,8.10,,,71,,,,,,,ft-com
Polipop,Industrial Goods,,2015,,[],['Portugal'],,,"3,351,671",,,22,,,,,,,ft-com
cerascreen,Health,,2012,,[],['Germany'],,,"4,061,130",,,48,,,,,,,ft-com
Icon Key,Food & Beverage,,2008,,[],['Portugal'],,,3.7,,,13,,,,,,,ft-com
Glayx,Energy,,2008,,[],['Italy'],,,4.94,,,4,,,,,,,ft-com
Fiordelmondo Lubrificanti,Industrial Goods,,2010,,[],['Italy'],,,4.23,,,5,,,,,,,ft-com
StampaSi,Ecommerce,,2016,,[],['Italy'],,,"2,543,820",,,10,,,,,,,ft-com
Scribbr,Education,,2012,,[],['Netherlands'],,,"8,132,888",,,44,,,,,,,ft-com
Weller Media Agency,Sales & Marketing,,2013,,[],['United Kingdom'],,,3.2,,,25,,,,,,,ft-com
Motork,Sales & Marketing,,2010,,[],['United Kingdom'],,,23.68,,,310,,,,,,,ft-com
CAM,Industrial Goods,,1984,,[],['Italy'],,,"12,280,490",,,67,,,,,,,ft-com
Plug In Digital,Media,,2012,,[],['France'],,,"13,767,602",,,37,,,,,,,ft-com
Consorzio Stabile Ambientemilia,Waste management & recycling,,2013,,[],['Italy'],,,"9,793,280",,,4,,,,,,,ft-com
Microblink,Technology,,2013,,[],['Croatia'],,,"5,571,000",,,61,,,,,,,ft-com
PoTec,Ecommerce,,2009,,[],['Germany'],,,6.5,,,32,,,,,,,ft-com
NIC Services Group,Support Services,,2004,,[],['United Kingdom'],,,104.35,,,5534,,,,,,,ft-com
Whiskyzone,Ecommerce,,2014,,[],['Germany'],,,5.44,,,9,,,,,,,ft-com
Predica,Technology,,2009,,[],['Poland'],,,"17,589,082",,,241,,,,,,,ft-com
Ocean Transport,Transport,,2009,,[],['Spain'],,,"4,783,846",,,19,,,,,,,ft-com
Die Autowelt,Automobiles,,2009,,[],['Germany'],,,"18,000,000",,,40,,,,,,,ft-com
Arcadia Investment,Property,,2012,,[],['Germany'],,,2.4,,,14,,,,,,,ft-com
Termotecnica Cavatton,Construction,,2013,,[],['Italy'],,,3.94,,,47,,,,,,,ft-com
Serinus,Energy,,1997,,[],['UK'],,,"19,651,446",,,75,,,,,,,ft-com
Bladefar,Ecommerce,,2010,,[],['Spain'],,,"11,079,137",,,42,,,,,,,ft-com
SDL Group,Property,,1989,,[],['United Kingdom'],,,99.2,,,612,,,,,,,ft-com
Plug In Digital,Games industry,,2012,,[],['France'],,,7.17,,,19,,,,,,,ft-com
thinkout IT,Technology,,2007,,[],['Germany'],,,62.30,,,75,,,,,,,ft-com
DEMV Deutscher Maklerverbund,Financial Services,,2009,,[],['Germany'],,,"5,012,841",,,50,,,,,,,ft-com
STI Norland,Energy,,1996,,[],['Spain'],,,"199,822,150",,,221,,,,,,,ft-com
Yocabe,Ecommerce,,2016,,[],['Italy'],,,"1,969,579",,,10,,,,,,,ft-com
Kernel Analytics,Technology,,2013,,[],['Spain'],,,4.8,,,81,,,,,,,ft-com
Babe,Retail,,2012,,[],['Italy'],,,3.2,,,25,,,,,,,ft-com
Universum Events,Support Services,,2010,,[],['Romania'],,,5.50,,,83,,,,,,,ft-com
HD Elektrotechnik,Technology,,2011,,[],['Germany'],,,"4,207,672",,,76,,,,,,,ft-com
Engenie Group,Technology,,2017,,[],['Italy'],,,"2,025,040",,,9,,,,,,,ft-com
Yescapa,Travel & Leisure,,2012,,[],['France'],,,"2,760,830",,,31,,,,,,,ft-com
ADNP GmbH,Support Services,,2013,,[],['Germany'],,,3.7,,,25,,,,,,,ft-com
JR Service,Support Services,,2014,,[],['Germany'],,,2.22,,,59,,,,,,,ft-com
Groupe N.A.T,Support Services,,2016,,[],['France'],,,"4,180,122",,,64,,,,,,,ft-com
La Sarraz Pictures,Media,,2015,,[],['Italy'],,,"1,513,710",,,5,,,,,,,ft-com
Genius Progetti,Sales & Marketing,,1994,,[],['Italy'],,,"19,192,605",,,13,,,,,,,ft-com
Antigua Tazzadoro,Food & Beverage,,2012,,[],['Italy'],,,1.6,,,14,,,,,,,ft-com
fleXstructures,Technology,,2012,,[],['Germany'],,,3.90,,,18,,,,,,,ft-com
Dagar Technologies,Energy,,2014,,[],['Spain'],,,14.46,,,36,,,,,,,ft-com
Smart-Planet,Retail,,2016,,[],['Germany'],,,"4,598,207",,,9,,,,,,,ft-com
Sidea Group,Management Consulting,,2015,,[],['Italy'],,,"2,429,590",,,49,,,,,,,ft-com
Sierra Paper,Personal & Household Goods,,2015,,[],['Spain'],,,"7,026,618",,,3,,,,,,,ft-com
Carmela Di Caro,Food & Beverage,,2007,,[],['Italy'],,,4.9,,,8,,,,,,,ft-com
Manifone,Technology,,2006,,[],['France'],,,8.70,,,15,,,,,,,ft-com
Fevertree Drinks,Food & Beverage,,2005,,[],['United Kingdom'],,,268.31,,,138,,,,,,,ft-com
COUTEAUJAPONAIS.COM,Retail,,2004,,[],['France'],,,"4,579,102",,,17,,,,,,,ft-com
PHYSIDIA,Health,,2010,,[],['France'],,,"16,746,545",,,58,,,,,,,ft-com
MG Export,Support Services,,2011,,[],['Italy'],,,"10,653,323",,,1,,,,,,,ft-com
ENVENDO-POWER,Energy,,2010,,[],['Germany'],,,1.5,,,6,,,,,,,ft-com
Akademie für Sport und Gesundheit,Health,,2010,,[],['Germany'],,,4.46,,,22,,,,,,,ft-com
Horando Deutschland,Retail,,2013,,[],['Germany'],,,"8,111,269",,,3,,,,,,,ft-com
"Diablochairs, Jan Nowak",Ecommerce,,2004,,[],['Poland'],,,"21,520,495",,,79,,,,,,,ft-com
Distribuciones Murshe,Ecommerce,,2013,,[],['Spain'],,,"18,091,928",,,37,,,,,,,ft-com
MEERX group,Management Consulting,,2016,,[],['Germany'],,,"14,942,000",,,23,,,,,,,ft-com
Giglio.com ,Ecommerce,,2007,,[],['Italy'],,,9.3,,,14,,,,,,,ft-com
Dgf Costruzioni. Unipersonale,Construction,,2013,,[],['Italy'],,,2.43,,,10,,,,,,,ft-com
OIKA OIKA,Retail,,2013,,[],['France'],,,6.19,,,11,,,,,,,ft-com
Parkster,Technology,,2011,,[],['Sweden'],,,"55,139,984",,,28,,,,,,,ft-com
BIOTYFULL,Ecommerce,,2015,,[],['France'],,,"20,248,436",,,13,,,,,,,ft-com
Total Tiles,Ecommerce,,2006,,[],['UK'],,,"8,299,712",,,30,,,,,,,ft-com
squad,Support Services,,2010,,[],['France'],,,27.2,,,329,,,,,,,ft-com
Juan Francisco Alcazar,Industrial Goods,,2015,,[],['Spain'],,,2.89,,,10,,,,,,,ft-com
Astech Food Machinery,Technology,,2012,,[],['Spain'],,,3.28,,,23,,,,,,,ft-com
Bioksan,Food & Beverage,,2014,,[],['Spain'],,,"5,914,732",,,51,,,,,,,ft-com
DND Disribuzione,Ecommerce,,2014,,[],['Italy'],,,"10,500,000",,,8,,,,,,,ft-com
Deep Blue,Retail,,2013,,[],['Italy'],,,"8,286,266",,,2,,,,,,,ft-com
FBG,Industrial Goods,,2011,,[],['Italy'],,,5.4,,,15,,,,,,,ft-com
Agorize,Technology,,2011,,[],['France'],,,6.36,,,73,,,,,,,ft-com
Trippel,Support Services,,1999,,[],['Norway'],,,"3,057,807",,,118,,,,,,,ft-com
Yourparkingspace Limited,Technology,,2013,,[],['UK'],,,"13,863,431",,,32,,,,,,,ft-com
Piazza Hotels & Residences,Travel & Leisure,,2009,,[],['Italy'],,,"11,483,283",,,180,,,,,,,ft-com
rankingCoach,Sales & Marketing,,2012,,[],['Germany'],,,4.3,,,45,,,,,,,ft-com
Celerity,Technology,,2002,,[],['United Kingdom'],,,71.39,,,43,,,,,,,ft-com
Carslift,Automobiles,,2012,,[],['France'],,,"2,226,659",,,35,,,,,,,ft-com
